pmcid,first_author,title,year,type,sentence,question,answer,abstract_hash
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"Subcutaneous administration of Hizentra, a subcutaneous immunoglobulin (SCIG) reduces patient burden by allowing self-administration outside the hospital setting and has fewer adverse events (AEs).",How does subcutaneous administration of Hizentra reduce patient burden and adverse events? (pmcid=9910243),Subcutaneous administration of Hizentra reduces patient burden by allowing self-administration outside the hospital setting and has fewer adverse events (AEs).,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Objective: We aimed to compare the expected cost of treatment and the budget impact of Hizentra compared with IVIG for maintenance treatment of CIDP in the United States.,What was the objective of the study comparing Hizentra with IVIG for maintenance treatment of CIDP in the United States? (pmcid=9910243),The objective of the study was to compare the expected cost of treatment and the budget impact of Hizentra compared with IVIG for maintenance treatment of CIDP in the United States.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Methods: A decision tree model was developed to estimate the expected budget impact of maintenance treatment with Hizentra for US stakeholders.,What type of model was developed to estimate the expected budget impact of maintenance treatment with Hizentra for US stakeholders? (pmcid=9910243),A decision tree model was developed.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"The model adopts primarily a US integrated delivery network perspective and, secondarily, a commercial perspective over a 1-year time horizon.",What perspective does the budget impact model of maintenance treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) adopt primarily (pmcid=9910243)?,The budget impact model primarily adopts a US integrated delivery network perspective.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"Pharmacy costs were based on a payment mix of average sales price (73%), wholesale acquisition cost (2%), and average wholesale price (25%).",What were the pharmacy costs based on in the budget impact model for maintenance treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) relative to Intravenous Immunoglobulin in the United States (pmcid=9910243)?,"The pharmacy costs were based on a payment mix of average sales price (73%), wholesale acquisition cost (2%), and average wholesale price (25%).",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Costs in the model reflect 2022 US dollars.,What do the costs in the model reflect (pmcid=9910243)?,Costs in the model reflect 2022 US dollars.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"In accordance with the International Society for Pharmacoeconomics and Outcomes Research (ISPOR) guidelines and recommendations for budget impact modeling, no discounting was performed.",Was discounting performed in accordance with ISPOR guidelines and recommendations for budget impact modeling (pmcid=9910243)?,"No, discounting was not performed in accordance with ISPOR guidelines and recommendations for budget impact modeling in the study with pmcid=9910243.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,The PATH clinical study of Hizentra maintenance in CIDP was used to determine clinical inputs for relapse rates at initial assessment (24 weeks) and at 52 weeks for Hizentra.,What clinical study was used to determine relapse rates for Hizentra maintenance in CIDP (pmcid=9910243)?,The PATH clinical study was used to determine relapse rates for Hizentra maintenance in CIDP.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,The ICE clinical study of Gamunex maintenance in CIDP was the basis of relapse rates for Gamunex (and other IVIGs).,What was the basis of relapse rates for Gamunex (and other IVIGs) in the ICE clinical study? (pmcid=9910243),The basis of relapse rates for Gamunex (and other IVIGs) in the ICE clinical study was the Gamunex maintenance in CIDP.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"Literature-based estimates were obtained for infusion costs by site of care, costs of IVIG infusion-related complications, and significant IVIG AE rates.","What estimates were obtained for infusion costs, costs of IVIG infusion-related complications, and significant IVIG AE rates? (pmcid=9910243)","Literature-based estimates were obtained for infusion costs by site of care, costs of IVIG infusion-related complications, and significant IVIG AE rates.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"Hizentra AE rates from the US Hizentra prescribing information were assessed but were not included in the model as the AEs in CIDP were mild, easily treated, and self-limited.",What were the adverse event rates for Hizentra assessed in the model (pmcid=9910243)?,"The adverse event rates for Hizentra were assessed from the US Hizentra prescribing information, but they were not included in the model as the adverse events in Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) were mild, easily treated, and self-limited.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Sensitivity analyses and scenario analyses were conducted to evaluate variations from the base case.,What type of analyses were conducted to evaluate variations from the base case in the study (pmcid=9910243)?,Sensitivity analyses and scenario analyses were conducted to evaluate variations from the base case in the study (pmcid=9910243).,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"Results: The model showed that a Hizentra starting dose of 0.2 g/kg is expected to result in annual cost savings of US$32,447 per patient compared with IVIG.",What are the expected annual cost savings per patient with Hizentra compared to IVIG? (pmcid=9910243),"The expected annual cost savings per patient with Hizentra compared to IVIG is US$32,447.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"For a hypothetical 25-million-member plan, the budget impact of a 10% market share shift from IVIG to Hizentra is expected to result in savings of US$2,296,235.",What is the expected savings for a hypothetical 25-million-member plan with a 10% market share shift from IVIG to Hizentra? (pmcid=9910243),"The expected savings for a hypothetical 25-million-member plan with a 10% market share shift from IVIG to Hizentra is US$2,296,235.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Conclusion: This analysis projects that Hizentra is likely associated with favorable economic benefit compared with IVIG in managing CIDP.,What economic benefit is projected for Hizentra compared to IVIG in managing CIDP? (pmcid=9910243),Hizentra is likely associated with favorable economic benefit compared with IVIG in managing CIDP.,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Supplementary Information: The online version contains supplementary material available at 10.1007/s41669-023-00386-2.,What supplementary material is available in the online version of the article (pmcid=9910243)?,The supplementary material available in the online version of the article with pmcid=9910243 includes additional information related to the budget impact model of maintenance treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) relative to Intravenous Immunoglobulin in the United States.,
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"- Background: Dual antiplatelet therapy (DAPT) is the recommended preventative treatment for secondary ischaemic events, but increases the risk of bleeding, potentially affecting patients’ health-related quality-of-life (HRQoL).","What is the recommended preventative treatment for secondary ischaemic events, and how does it potentially affect patients' health-related quality-of-life (pmcid=6149200)?","The recommended preventative treatment for secondary ischaemic events is Dual antiplatelet therapy (DAPT). DAPT increases the risk of bleeding, which can potentially affect patients' health-related quality-of-life (HRQoL).",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Varied utility decrements have been used in cost-effectiveness models assessing alternative DAPT regimens, but it is unclear which of these decrements are most appropriate.",What have varied utility decrements been used for in cost-effectiveness models assessing alternative DAPT regimens (pmcid=6149200)?,Varied utility decrements have been used in cost-effectiveness models assessing alternative DAPT regimens to assess the impact of minor and major bleeding events on health-related quality of life.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Therefore, we reviewed existing sources of utility decrements for bleeds in patients receiving DAPT and undertook primary research to estimate utility decrements through a patient elicitation exercise using vignettes and the EuroQol EQ-5D.",What sources were reviewed to estimate utility decrements for bleeds in patients receiving DAPT (pmcid=6149200)?,Existing sources of utility decrements were reviewed to estimate utility decrements for bleeds in patients receiving DAPT.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Methods: MEDLINE, PubMed and references of included studies were searched.",What databases were searched in the study (pmcid=6149200)?,"MEDLINE, PubMed",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,Primary research and decision analytic modelling studies reporting utility decrements for bleeds related to DAPT were considered.,What type of studies were considered in evaluating utility decrements for bleeds related to DAPT (pmcid=6149200)?,Primary research and decision analytic modelling studies were considered in evaluating utility decrements for bleeds related to DAPT in the study with pmcid=6149200.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"For the primary research study, 21 participants completed an elicitation exercise involving vignettes describing minor and major bleeds and the EQ-5D-3 L and EQ-5D-5 L.",What exercise did the 21 participants complete in the primary research study (pmcid=6149200)?,The 21 participants completed an elicitation exercise involving vignettes describing minor and major bleeds and the EQ-5D-3 L and EQ-5D-5 L.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,Utility decrements were derived using linear regression and compared to existing estimates.,What were utility decrements derived using linear regression compared to (pmcid=6149200)?,Existing estimates,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Results: Four hundred forty-two citations were screened, of which 12 studies were included for review.",What was the total number of citations screened for this systematic literature review (pmcid=6149200)?,442,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,Reported utility decrements ranged from − 0.002 to − 0.03 for minor bleeds and − 0.007 to − 0.05 for major bleeds.,What range of reported utility decrements were found for minor and major bleeds in the study (pmcid=6149200)?,Reported utility decrements ranged from − 0.002 to − 0.03 for minor bleeds and − 0.007 to − 0.05 for major bleeds.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Data sources used to estimate the decrements, however, lacked relevance to our population group and few studies adequately reported details of their measurement and valuation approaches.",What data sources were used to estimate the decrements in the study conducted by Doble B et al. (pmcid=6149200)?,The data sources used to estimate the decrements in the study conducted by Doble B et al. were not relevant to the population group and few studies adequately reported details of their measurement and valuation approaches.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,No study completely adhered to reimbursement agency requirements in the UK according to the National Institute for Health and Care Excellence reference case.,What requirements did no study completely adhere to in the UK according to the National Institute for Health and Care Excellence reference case (pmcid=6149200)?,No study completely adhered to reimbursement agency requirements in the UK according to the National Institute for Health and Care Excellence reference case.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Our primary research elicited utility decrements overlapped existing estimates, ranging from − 0.000848 to − 0.00828 for minor bleeds and − 0.0187 to − 0.0621 for major bleeds.",What range of utility decrements were elicited for minor and major bleeds in the primary research study (pmcid=6149200)?,"The range of utility decrements elicited for minor bleeds was -0.000848 to -0.00828, and for major bleeds was -0.0187 to -0.0621 in the primary research study (pmcid=6149200).",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"However, the magnitude of difference depended on the instrument, estimation method and valuation approach applied.",What factors influenced the magnitude of difference in the impact of minor and major bleeding events during dual antiplatelet therapy (pmcid=6149200)?,"The factors that influenced the magnitude of difference in the impact of minor and major bleeding events during dual antiplatelet therapy included the instrument, estimation method, and valuation approach applied.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Conclusions: Several sources of utility decrements for bleeds are available for use in cost-effectiveness analyses, but are of limited quality and relevance.",What sources of utility decrements for bleeds are available for use in cost-effectiveness analyses (pmcid=6149200)?,"Several sources of utility decrements for bleeds are available for use in cost-effectiveness analyses, but are of limited quality and relevance.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Our elicitation exercise has derived utility decrements from a relevant patient population, based on standardised definitions of minor and major bleeding events, using a validated HRQoL instrument and have been valued using general population tariffs.",What utility decrements were derived from the relevant patient population in the elicitation exercise (pmcid=6149200)?,"Utility decrements from the relevant patient population in the elicitation exercise were derived based on standardised definitions of minor and major bleeding events, using a validated HRQoL instrument and valued using general population tariffs.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,We suggest that our utility decrements be used in future cost-effectiveness analyses of DAPT.,What should be used in future cost-effectiveness analyses of DAPT (pmcid=6149200)?,Utility decrements,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Electronic supplementary material: The online version of this article (10.1186/s12955-018-1019-3) contains supplementary material, which is available to authorized users.",What type of study was conducted to assess the health-related quality of life impact of bleeding events during dual antiplatelet therapy (pmcid=6149200)?,A systematic literature review and patient preference elicitation study.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"- Background: Dual antiplatelet therapy (DAPT) is the recommended preventative treatment for secondary ischaemic events, but increases the risk of bleeding, potentially affecting patients’ health-related quality-of-life (HRQoL).",What is the recommended preventative treatment for secondary ischaemic events according to the abstract sentence (pmcid=6149200)?,Dual antiplatelet therapy (DAPT),0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Varied utility decrements have been used in cost-effectiveness models assessing alternative DAPT regimens, but it is unclear which of these decrements are most appropriate.",What have varied utility decrements been used for in cost-effectiveness models assessing alternative DAPT regimens (pmcid=6149200)?,Varied utility decrements have been used in cost-effectiveness models assessing alternative DAPT regimens to assess the impact of minor and major bleeding events on health-related quality of life.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Therefore, we reviewed existing sources of utility decrements for bleeds in patients receiving DAPT and undertook primary research to estimate utility decrements through a patient elicitation exercise using vignettes and the EuroQol EQ-5D.",What sources did the study review to estimate utility decrements for bleeds in patients receiving DAPT (pmcid=6149200)?,The study reviewed existing sources of utility decrements for bleeds in patients receiving DAPT.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Methods: MEDLINE, PubMed and references of included studies were searched.",What databases were searched in the study (pmcid=6149200)?,MEDLINE and PubMed,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,Primary research and decision analytic modelling studies reporting utility decrements for bleeds related to DAPT were considered.,What type of studies were considered in the systematic literature review regarding the impact of minor and major bleeding events during dual antiplatelet therapy (pmcid=6149200)?,Primary research and decision analytic modelling studies were considered in the systematic literature review regarding the impact of minor and major bleeding events during dual antiplatelet therapy (pmcid=6149200).,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"For the primary research study, 21 participants completed an elicitation exercise involving vignettes describing minor and major bleeds and the EQ-5D-3 L and EQ-5D-5 L.",What exercise did the 21 participants complete in the primary research study (pmcid=6149200)?,The 21 participants completed an elicitation exercise involving vignettes describing minor and major bleeds and the EQ-5D-3 L and EQ-5D-5 L.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,Utility decrements were derived using linear regression and compared to existing estimates.,What were the utility decrements derived using linear regression compared to in this study (pmcid=6149200)?,The utility decrements were compared to existing estimates in this study.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Results: Four hundred forty-two citations were screened, of which 12 studies were included for review.",What was the total number of citations screened for this systematic literature review (pmcid=6149200)?,442,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,Reported utility decrements ranged from − 0.002 to − 0.03 for minor bleeds and − 0.007 to − 0.05 for major bleeds.,What is the range of reported utility decrements for minor and major bleeds during dual antiplatelet therapy (pmcid=6149200)?,"The range of reported utility decrements for minor bleeds is -0.002 to -0.03, and for major bleeds is -0.007 to -0.05 during dual antiplatelet therapy.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Data sources used to estimate the decrements, however, lacked relevance to our population group and few studies adequately reported details of their measurement and valuation approaches.",What data sources were used to estimate the decrements in the study conducted by Doble B et al. (pmcid=6149200)?,The data sources used to estimate the decrements in the study conducted by Doble B et al. (pmcid=6149200) lacked relevance to the population group and few studies adequately reported details of their measurement and valuation approaches.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,No study completely adhered to reimbursement agency requirements in the UK according to the National Institute for Health and Care Excellence reference case.,What requirements did no study completely adhere to in the UK according to the National Institute for Health and Care Excellence reference case (pmcid=6149200)?,No study completely adhered to reimbursement agency requirements in the UK according to the National Institute for Health and Care Excellence reference case.,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Our primary research elicited utility decrements overlapped existing estimates, ranging from − 0.000848 to − 0.00828 for minor bleeds and − 0.0187 to − 0.0621 for major bleeds.",What range of utility decrements were elicited for minor and major bleeds in the primary research study (pmcid=6149200)?,"The range of utility decrements elicited for minor bleeds was -0.000848 to -0.00828, and for major bleeds was -0.0187 to -0.0621 in the primary research study (pmcid=6149200).",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"However, the magnitude of difference depended on the instrument, estimation method and valuation approach applied.",What factors influenced the magnitude of difference in the impact of minor and major bleeding events during dual antiplatelet therapy (pmcid=6149200)?,"The magnitude of difference in the impact of minor and major bleeding events during dual antiplatelet therapy was influenced by the instrument, estimation method, and valuation approach applied.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Conclusions: Several sources of utility decrements for bleeds are available for use in cost-effectiveness analyses, but are of limited quality and relevance.",What sources of utility decrements for bleeds are available for use in cost-effectiveness analyses (pmcid=6149200)?,"Several sources of utility decrements for bleeds are available for use in cost-effectiveness analyses, but are of limited quality and relevance.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Our elicitation exercise has derived utility decrements from a relevant patient population, based on standardised definitions of minor and major bleeding events, using a validated HRQoL instrument and have been valued using general population tariffs.",What utility decrements were derived from the relevant patient population in the elicitation exercise (pmcid=6149200)?,"Utility decrements from the relevant patient population in the elicitation exercise were derived based on standardised definitions of minor and major bleeding events, using a validated HRQoL instrument and valued using general population tariffs.",0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,We suggest that our utility decrements be used in future cost-effectiveness analyses of DAPT.,What should be used in future cost-effectiveness analyses of DAPT according to the abstract sentence? (pmcid=6149200),Utility decrements,0bdde4c99dc5699c5aa1e963d2e46b46
6149200,Doble B,Health-related quality of life impact of minor and major bleeding events during dual antiplatelet therapy: a systematic literature review and patient preference elicitation study,2018,slr_cem,"Electronic supplementary material: The online version of this article (10.1186/s12955-018-1019-3) contains supplementary material, which is available to authorized users.",What type of study was conducted in this research article (pmcid=6149200)?,Systematic literature review and patient preference elicitation study,0bdde4c99dc5699c5aa1e963d2e46b46
