pmcid,first_author,title,source,year,abstract,type
9636776,Yoo HK,Budget impact analysis of the subcutaneous infliximab (CT-P13 SC) for treating inflammatory bowel disease in the Big-5 European (E5) countries,BMC Health Serv Res,2022,"- BACKGROUND: In 2020, the European Medicines Agency approved infliximab subcutaneous (SC) for the treatment of inflammatory bowel disease. This new mode of infliximab administration will reduce outpatient visits and costs of intravenous (IV) administration. This article describes a budget impact analysis of introducing infliximab SC to the Big-5 European (E5) market (Germany, France, Italy, Spain and UK) for 5 years, from the healthcare payer's perspective. METHODS: A prevalence-based budget impact model was developed to examine the financial impact of infliximab SC. ""World with"" versus ""world without"" infliximab SC scenarios were compared, including the potential administration costs of IV administration. RESULTS: Introducing infliximab SC in patients with Crohn's disease (CD) for 5 years resulted in cost savings of €42.0 million in the UK, €59.4 million in Germany, and €46.4 million in France and Italy, but increased budget expenditure in Spain by €3.8 million. For ulcerative colitis (UC), cost savings of €42.7 million in the UK, €44.9 million in Germany, €44.3 million in France, and €53.0 million in Italy occurred, but with no savings in Spain for 5 years. Cost-savings per patient was calculated by diving the net budget saving by number of treatment eligible patients. Maximum and minimum saving per patient per year ranged between €38.25 and €575.74 in CD, both from Germany, and €105.06 (France) and €647.25 (Germany) in UC. CONCLUSION: Healthcare payers in the UK, Germany, France, and Italy, but not in Spain, will make budget savings by using infliximab SC for the treatment of inflammatory bowel disease.",bim
11574529,van Well EB,The value of reducing arthroscopic partial meniscectomy in the treatment of degenerative meniscus tears: a budget impact analysis,Int J Technol Assess Health Care,2023,"- AIMS: Numerous studies have shown that arthroscopic partial meniscectomy (APM) is not (cost-) effective in patients with symptoms attributed to a degenerative meniscus tear. We aimed to assess the budget impact of reducing APM in routine clinical practice in this population. MATERIALS AND METHODS: A patient-level state transition model was developed to simulate patients recently diagnosed with a degenerative meniscus tear. Three strategies were compared: ""current guideline"" (i.e., postpone surgery to at least 3 months after diagnosis), ""APM at any time"" (i.e., APM available directly after diagnosis), and ""nonsurgical"" (i.e., APM no longer performed). Total societal costs over 5 years were calculated to determine the budget impact. Probabilistic and deterministic sensitivity analyses were conducted to address uncertainty. RESULTS: The average cost per patient over 5 years were EUR 5,077, EUR 4,577, and EUR 4,218, for the ""APM at any time,"" ""current guideline,"" and ""nonsurgical"" strategy, respectively. Removing APM from the treatment mix (i.e., 30,000 patients per year) in the Netherlands, resulted in a reduction in health care expenditures of EUR 54 million (95 percent confidence interval [CI] EUR 38 million-EUR 70 million) compared to the ""current guideline strategy"" and EUR 129 million (95 percent CI EUR 102 million-EUR 156 million) compared to the ""APM at any time"" strategy. Sensitivity analyses showed that uncertainty did not alter our conclusions. CONCLUSIONS: Substantial costs can be saved when APM is no longer performed to treat symptoms attributed to degenerative meniscus tears in the Netherlands. It is therefore recommended to further reduce the use of APM to treat degenerative meniscus tears.",bim
9985892,Punch D,Comprehensive Custom-Pak® in Cataract and Vitreoretinal Surgery in Canadian Hospitals: Time and Budget Impact Analysis,Clinicoecon Outcomes Res,2023,"- PURPOSE: Surgical procedure packs are commonly used in ophthalmological surgeries, but quantitative evidence demonstrating the time efficiency and economic impact of their use is limited. Evaluating the time and cost of surgical pack use is particularly important for publicly funded healthcare systems with tight budgets and/or an emphasis on value-based care. This study sought to estimate the economic impact of comprehensive surgical pack use in cataract and vitreoretinal (retina) surgeries across operating room (OR), materials management, and accounting departments in Canada. METHODS: A budget impact model developed for the United States (US) from a self-reported cross-sectional study was adapted for Canada. The US study obtained data via an online survey and timing exercises of surgical procedures. The model was adapted using relevant Canadian-specific labor and cost inputs. Use of generic commodity packs (no proprietary equipment-specific supplies) was compared to full utilization of Custom-Pak(®), a comprehensive pack (disposables plus equipment-specific supplies) in cataract and retina surgeries at the facility and aggregate group (provincewide) levels. RESULTS: Switching from generic to comprehensive pack use in all 2500 cataract procedures at a community hospital saves 287 labor hours per year, primarily in the materials management department. Surgery preparation (OR) hours saved allow for an additional 196 potential procedures annually. Most of the Canadian Dollar (CAD) $39,815 annual cost savings are realized for the OR. Aggregating across 50,000 cataract surgeries at the provincial level yields savings of 5608 hours and 3916 additional procedures, translating to hidden cost reductions of CAD$790,632 annually. Implementing full Custom-Pak use at the facility level in 1000 retina cases saves $10,650 annually; provincewide, 127 potential additional procedures can be gained. CONCLUSION: Comprehensive Custom-Pak use improves efficiency in cataract and retina surgeries saving substantial time and cost in Canadian hospitals, potentially allowing more patients to have these procedures, and reducing wait times.",bim
10256460,Vu H,P55 Budget Impact Analysis of COVID-19 Vaccines on U.S. Medicare and Commercial Health Plans after Depletion of the Federally-Purchased Supply,Value Health,2023,,bim
10534563,Nomikos N,A Cost-Effectiveness and Budget Impact Analysis of AbobotulinumtoxinA in Greece,Toxins (Basel),2023,"- This study aimed to assess the cost-effectiveness of abobotulinumtoxinA (aboBoNT-A) plus Best Supportive Care (BSC) compared with BSC alone for managing limb spasticity in adult patients in Greece, as well as to conduct a budget impact analysis of the introduction of aboBoNT-A in the Greek healthcare system compared to onabotulinumtoxinA (onaBoNT-A). Clinical studies were utilized to extract data on drug efficacy and patients' utility, while cost data were collected from Greek sources. The results of the study showed that aboBoNT-A plus BSC was a cost-effective treatment option for both upper and lower limb spasticity in adult patients compared to BSC. Additionally, introducing aboBoNT-A into the Greek healthcare system resulted in cost savings in pharmaceutical spending over a 5-year period. The findings suggest that incorporating aboBoNT-A into the Greek healthcare system could improve patient access to treatment and healthcare resource efficiency, as it is a more economical option compared to onaBoNT-A.",bim
10351593,Hamouda M,Budget Impact Analysis of Single-Inhaler Fluticasone Furoate/Umeclidinium/Vilanterol in Patients with Asthma in the Dubai Academic Healthcare Corporation,Clinicoecon Outcomes Res,2023,"- PURPOSE: Asthma is a common, chronic respiratory disorder associated with substantial societal and economic burden globally, despite the availability of different treatment modalities. GSK has developed a once-daily single-inhaler triple therapy (SITT), comprised of fluticasone furoate/umeclidinium/vilanterol (FF/UMEC/VI); a combination of inhaled corticosteroid, long-acting muscarinic antagonist, and long-acting β(2)-agonist for patients with uncontrolled asthma. A budget impact analysis was conducted to determine the financial impact of introducing FF/UMEC/VI SITT from the perspective of the Dubai Academic Healthcare Corporation (DAHC). METHODS: A budget impact model was constructed using an epidemiology-based approach and used to estimate the expected 5-year budget impact of including FF/UMEC/VI for the treatment of eligible patients within the DAHC in the United Arab Emirates (UAE). The model included both pharmacy and efficacy-related costs. The perspective of the DAHC healthcare payer was adopted, thus only direct payer costs were included in the analysis. A one-way sensitivity analysis was conducted to test the robustness of the model structure, assumptions, and input parameters. RESULTS: The total budget impact was estimated to save 1 million United States Dollars (USD) over 5 years, with budget impacts of 0.08 million USD in Year 1; 0.14 million USD in Year 2; 0.22 million USD in Year 3; 0.28 million USD in Year 4; and 0.33 million USD in Year 5. The overall budget impact per patient was estimated to save 12.2 USD over 5 years. In one-way sensitivity analyses, the budget impact was most sensitive to changes in the market uptake of FF/UMEC/VI. CONCLUSION: Healthcare payers may consider FF/UMEC/VI in the management of uncontrolled asthma which would save costs and reduce healthcare resource use in the UAE.",bim
9771058,Jutkowitz E,BUDGET IMPACT ANALYSIS OF NONPHARMACOLOGICAL INTERVENTIONS FOR COMMUNITY-DWELLING PEOPLE LIVING WITH DEMENTIA,Innov Aging,2022,"- Non-pharmacologic dementia care interventions significantly reduce the risk of a nursing home admission for people living with dementia. We used an evidence-based mathematical model to evaluate the budget impact for a healthcare payer that independently implemented four non-pharmacologic dementia care interventions that reduce the risk of transitioning to a nursing home for people living with dementia: 1) MIND, an at-home care coordination intervention; 2) NYU Caregiver (NYUCI), provides caregivers with counseling and ad-hoc support; 3) Alzheimer’s and Dementia Care (ADC) program, a clinic based care coordination intervention; and 4) Adult Day Services Plus (ADS-Plus), an adult day based care coordination intervention. Healthcare payer costs included Medicare and Medicaid expenditures. We simulated a cohort of 302,630 community-dwelling people with dementia, which is the number of people who were diagnosed with dementia in 2018. We applied each intervention’s inclusion criteria to determine the proportion of the cohort that would receive the interventions. Some people may die or enter a nursing home before receiving the interventions. MIND, NYUCI, ADC, and ADS-Plus reduced annual payer expenditures (relative to $25,000, which is the average amount Medicare-Medicaid pay per person with dementia) on average by 0.67%, 0.23%, 0.13%, and 0.58%, respectively over 5 years. Cost savings for the interventions varied by demographics. African American females between ages 95-100 who received NYUCI had the largest cost savings ($2,750.57). White females between ages 65-70 who received ADC had an increase in payer costs ($2,397.07). On average, non-pharmacologic dementia care intervention do not increase a healthcare payer’s budget.",bim
10015636,Azzeri A,Budget impact analysis of two treatment approaches for hepatitis C in Malaysia through the use of voluntary and compulsory licensing options,Front Public Health,2023,"- INTRODUCTION: A scaled-up treatment cascade with direct-acting antiviral (DAA) therapy is necessary to achieve global WHO targets for hepatitis C virus (HCV) elimination in Malaysia. Recently, limited access to sofosbuvir/daclatasvir (SOF/DAC) is available through compulsory licensing, with access to sofosbuvir/velpatasvir (SOF/VEL) expected through voluntary licensing due to recent agreements. SOF/VEL has superior clinical outcomes but has higher drug acquisition costs compared to SOF/DAC. A stratified treatment cascade might be the most cost-efficient approach for Malaysia whereby all HCV patients are treated with SOF/DAC except for patients with cirrhosis who are treated with SOF/VEL. METHODS: This study aimed to conduct a 5-year budget impact analysis of the proposed stratified treatment cascade for HCV treatment in Malaysia. A disease progression model that was developed based on model-predicted HCV epidemiology data was used for the analysis, where all HCV patients in scenario A were treated with SOF/DAC for all disease stages while in scenario B, SOF/DAC was used only for non-cirrhotic patients and SOF/VEL was used for the cirrhotic patients. Healthcare costs associated with DAA therapy and disease stage monitoring were included to estimate the downstream cost implications. RESULTS: The stratified treatment cascade with 109 in Scenario B was found to be cost-saving compared to Scenario A. The cumulative savings for the stratified treatment cascade was USD 1.4 million over 5 years. DISCUSSION: A stratified treatment cascade with SOF/VEL was expected to be cost-saving and can result in a budget impact reduction in overall healthcare expenditure in Malaysia.",bim
11748570,Thsehla E,Cost-effectiveness and budget impact analysis of peritoneal dialysis and haemodialysis in South Africa,BMC Health Serv Res,2025,"- BACKGROUND: More than 800 million people are affected by chronic kidney disease (CKD) worldwide. In South Africa, the prevalence of CKD increased by 67% between 1999 and 2006. Haemodialysis (HD), peritoneal dialysis (PD), and kidney transplant are the three main modalities used for managing end stage kidney disease. The cost of these therapies poses a significant burden to the health care system in South Africa. The aim of this study is to determine the cost-effectiveness and budget impact of peritoneal dialysis versus haemodialysis from the societal perspective in South Africa. METHODS: A Markov model was constructed to estimate the cost-effectiveness of peritoneal dialysis versus haemodialysis. The model was developed in excel and populated with clinical evidence and cost data synthesized from the literature. The costs and outcomes were estimated over a 5-year time-horizon. The outcomes were presented as quality-adjusted life years. Cost effectiveness was estimated using the incremental cost-effectiveness ratio and the incremental net monetary benefit (INMB). Probabilistic sensitivity analysis was also conducted to assess the robustness of the results. A budget impact model was constructed to estimate the impact of PD and HD over a 5 year period. RESULTS: The total discounted costs per patient over 5 years were R788 384 for PD versus R1 227 708 for HD. The incremental cost for providing PD was estimated at -R438 875. The net QALYs for delivering PD compared to HD were estimated at -0.09. Cost effectiveness ratio for PD versus PD was R5 096 154/QALY. At a threshold of R38 500, PD provision has a 79% probability of being cost-effective relative to HD. The INMB was estimated at R328 574 for PD and R322 194 for HD indicating the cost-effectiveness of PD. The budget impact analysis showed that it would cost government approximately R25 billion over 5 years to treat all individuals eligible for KRT under the current scenario of 88% HD and 12% PD. CONCLUSIONS: In South Africa, PD is shown to be cost-effective at a willingness to pay threshold of less than R38 500. A PD-preferred policy that considers clinical appropriateness and patients' values should be considered.",bim
10623695,Zemdegs J,Water intake and recurrent urinary tract infections prevention: economic impact analysis in seven countries,BMC Health Serv Res,2023,"- BACKGROUND: To estimate the economic impact of preventing urinary tract infections (UTI) by increasing water intake among women with recurrent UTI and low fluid intake across seven countries: France, United Kingdom, Spain, United States of America, Mexico, China and Australia. METHODS: A Markov model was developed to compare costs and outcomes of UTIs associated with low fluid intake in women versus a strategy of primary prevention by increasing water intake. Model inputs were based on randomized controlled trial data which found that increasing water intake by 1.5 L/day decreased the risk of developing cystitis by 48% in women with low fluid intake and recurrent UTI. A time horizon of 10 years was used; outcomes were from the payer perspective and included both direct and indirect costs, reported in 2019 United States dollars ($). Discounting rates varied by country. Scenarios of increasing levels of compliance to the increased water intake strategy were evaluated. RESULTS: The total cost of one UTI episode, including diagnostics, treatment and complications, ranged from $2164 (Mexico) to $7671 (Australia). Assuming 80% compliance with the increased water intake strategy over a 10-year time horizon, the number of UTIs prevented ranged from 435,845 (Australia) to 24150,272 (China), resulting in total savings of 286 million (Australia) to $4.4 billion (China). Across all countries, increased water intake resulted in lower cost and fewer UTIs compared with low water intake. CONCLUSION: Preventing recurrent UTIs by increasing water intake would reduce both the clinical and economic burden associated with UTI. Public, healthcare professionals and patients should be made aware about the preventive positive impact of appropriate water intake on UTIs.",bim
11719226,Xiao D,"PD01 Budget Impact Analysis Of Expanding Newborn Inherited Metabolic Diseases Screening In Shanghai, China",Int J Technol Assess Health Care,2025,"- INTRODUCTION: China has a high incidence of birth defects. Tandem mass spectrometry (MS/MS) screening enables rapid detection of multiple inherited metabolic disorders and has been widely promoted globally. This study aimed to conduct a budget impact analysis of replacing phenylketonuria screening with MS/MS by calculating the financial impact of reimbursing the costs of MS/MS screening. METHODS: An Excel-based budget impact analysis model for MS/MS screening was developed. The number of newborns in Shanghai from 2024 to 2026 was estimated using the birth rate trend among the permanent population of Shanghai over the past decade. By integrating clinical screening data, along with the corresponding screening costs and diagnostic fees for the gold standard test, the financial impact of replacing phenylketonuria screening with MS/MS screening was calculated. The screening data for this study was extracted from a tertiary hospital in Shanghai. Demographic data were obtained from statistical websites, while cost data were derived from literature and a tertiary hospital in Shanghai. RESULTS: The fiscal expenditures for phenylketonuria screening were CNY1.75 million (USD0.25 million), CNY1.65 million (USD0.23 million), and CNY1.56 million (USD0.22 million) for 2024, 2025, and 2026, respectively. In contrast, the corresponding fiscal expenditures for MS/MS were CNY25.23 million (USD3.54 million), CNY23.78 million (USD3.33 million), and CNY22.41 million (USD3.14 million). The additional fiscal expenditure for MS/MS, compared with phenylketonuria screening, was CNY23.48 million (USD3.29 million), CNY22.13 million (USD3.10 million), and CNY20.85 million (USD2.92 million), showing a yearly decreasing trend. CONCLUSIONS: The financial impact of MS/MS screening was controllable. It was recommended that the cost of MS/MS screening in Shanghai be covered by government funding. The promotion of newborn screening using MS/MS deserves priority consideration and publicity in Shanghai, China.",bim
10877896,Goudarzi Z,Cost-effectiveness and budget impact analysis of enzalutamide in comparison to abiraterone in treatment of metastatic prostate cancer resistant to castration in Iran,BMC Urol,2024,"- INTRODUCTION: In recent years, enzalutamide and abiraterone have been widely used as treatments for metastatic castration-resistant prostate cancer (mCRPC). However, the cost-effectiveness of these drugs in Iran is unknown. This study evaluated the cost-effectiveness of enzalutamide for the treatment of metastatic prostate cancer resistant to castration in Iran. METHODS: A 3-state Markov model was developed to evaluate the cost-effectiveness of enzalutamide and abiraterone from a social perspective over 10 years. The clinical inputs were obtained from the meta-analysis studies. The direct medical costs were obtained from the tariffs of the healthcare system, while the direct non-medical and indirect costs were collected from the patients. The data of utilities were derived from the literature. In addition, sensitivity analyses were conducted to assess the uncertainties. RESULTS: Compared with Abiraterone, enzalutamide was associated with a high incremental cost-effectiveness ratio (ICER) of $6,260 per QALY gained. According to the one-way sensitivity analysis, ICER was most heavily influenced by the prices of enzalutamide and Abiraterone, non-medical costs, and indirect costs. Regardless of the variation, enzalutamide remained cost-effective. The budget impact analysis of enzalutamide in the health system during 5 years was estimated at $6,362,127. CONCLUSIONS: At current prices, adding enzalutamide to pharmaceutical lists represents the cost-effective use of the healthcare resources in Iran for the treatment of metastatic castration-resistant prostate cancer.",bim
10476813,Seyedifar M,Budget impact analysis of temocillin insurance coverage for urinary tract infections caused by ESBL-producing pathogens in Iran,Medicine (Baltimore),2023,"- BACKGROUND: One of the most prevalent infections with a significant disease burden is urinary tract infections (UTIs), which occurs in approximately 50% of women at least once in their lifetime. Antimicrobial resistance to pathogens causing UTIs is expanding worldwide and has been associated with increased use of broad-spectrum antibiotics, including carbapenems, leading to significant costs for insurance and healthcare systems. The emergence of resistance to carbapenems has led to an increasing need for and interest in carbapenem-sparing strategies, including the use of narrow-spectrum antibiotics, such as temocillin. Temocillin has a strong bactericidal effect, along with high tolerability and a good safety profile. It is also stable toward most extended-spectrum beta-lactamases (ESBL). The purpose of our study was to design a budget impact analysis (BIA) model and estimate the budget impact of temocillin insurance coverage for the treatment of UTIs caused by ESBL-producing bacteria from the perspective of the payer. METHODS: The BIA model with insurance payer perspective was used to estimate the impact of temocillin insurance coverage on the treatment of UTIs caused by ESBL-producing bacteria over a 1-year time horizon in Iran. Direct medicine costs, hospitalization and paraclinical costs, and side effect costs were considered in this model. To assess the impact of uncertainty on the model inputs, 1-way sensitivity analyses were performed. RESULTS: The model demonstrates that inclusion of temocillin in insurance coverage, decreasing treatment costs from $36 million to $34 million, will result in overall savings of > $1.9 million and lead to > $9 million savings in insurance costs for antimicrobial resistance. CONCLUSION: The inclusion of temocillin in the insurance coverage in Iran for patients developing UTIs caused by ESBL-producing bacteria would be cost-saving for insurance and decrease the risk associated with emerging antimicrobial resistance.",bim
11365817,Morgans AK,Within-trial hospitalization resource utilization and budget impact analysis for darolutamide in metastatic hormone-sensitive prostate cancer using ARASENS,J Manag Care Spec Pharm,2024,"- BACKGROUND: ARASENS was a randomized, double-blind, phase 3 trial comparing darolutamide + docetaxel + androgen deprivation therapy (ADT) with placebo + docetaxel + ADT in patients with metastatic hormone-sensitive prostate cancer (mHSPC). OBJECTIVE: To use clinical trial data from ARASENS to understand whether the addition of darolutamide to docetaxel + ADT leads to increased hospitalizations and to estimate the budget impact on the US health care system. METHODS: We used mixed-effects negative binomial regression to estimate hospitalization and intensive care unit (ICU) admission rates and length of hospital stay (LoHS) counts. Hospitalization rates were estimated per treatment arm for the period during and after administration of docetaxel. Based on these estimates, a budget impact analysis evaluated the hospitalization costs (including ICU admissions) and standalone ICU hospitalization costs for the totality of the US population over a 5-year time horizon. The analysis compared a scenario without darolutamide vs one with darolutamide included in the US payer formulary. Hospitalization estimates were varied in a one-way sensitivity analysis. RESULTS: The first 4 months of treatment (when patients were receiving docetaxel) were associated with increased hospitalizations across both arms. The addition of darolutamide was associated with a numerical reduction in the rate of hospitalization (per year) due to any reason both during docetaxel treatment (1.01 visits per year [95% CI = 0.82-1.20] vs 1.18 visits per year [95% CI = 0.96-1.41]) and after docetaxel treatment (0.28 visits per year [95% CI = 0.23-0.34] vs 0.33 visits per year [95% CI = 0.27-0.40]). Darolutamide was associated with a marginally longer LoHS per hospitalization compared with placebo (+1.90 days per year) both during and after docetaxel treatment. ICU admissions were low in the ARASENS data; admission rates were assumed to be the same during and after docetaxel treatment. ICU admission rate estimates were equivalent across arms (0.02 visits per year [95% CI = 0.01-0.03]). The budget impact per treated member per month represents a cost-neutral option after Year 5 with a cumulative budget impact of -$9.71. CONCLUSIONS: The addition of darolutamide to docetaxel + ADT was associated with a numerically lower rate of hospitalization but marginally longer LoHS compared with docetaxel + ADT alone. Darolutamide represents a cost-neutral alternative per treated member per month compared with docetaxel + ADT with regard to hospitalizations at the end of a 5-year time horizon.",bim
10423465,Stajszczyk M,Budget impact analysis and treatment availability with biosimilar TNF inhibitors in rheumatic diseases in Poland: real-world evidence using a nationwide database,Ann Rheum Dis,2023,"- OBJECTIVES: Although several years have passed since biologic disease modifying antirheumatic drugs were introduced to the market, considerable disparities in access still remain. Tumour necrosis factor inhibitors (TNFi) have proven to be highly effective and safe for treating patients with rheumatic musculoskeletal diseases (RMDs). The emergence of biosimilars is promising for cost reduction and more equitable, widespread access. METHODS: A retrospective budget impact analysis based on final drug prices was conducted using 12 687 treatment courses for infliximab, etanercept and adalimumab. Estimated and real-life savings for public payer were calculated from an 8-year perspective of TNFi use. Data on the treatment cost and on the evolution in the number of patients treated was provided. RESULTS: From a public payer perspective, the estimated total savings amount to over €243 million for TNFi, with over €166 million attributed to treatment cost reduction in RMDs. Real-life savings were calculated as €133 million and €107 million, respectively. The rheumatology sector generated between 68% and 92% of total savings across models, depending on the adopted scenario. The overall decrease in mean annual cost of treatment ranged between 75% and 89% in the study frame. If all budget savings were spent on reimbursement of additional TNFi, a hypothetical total of almost 45 000 patients with RMDs could be treated in 2021. CONCLUSIONS: This is the first nation-level analysis that shows estimated and real-life direct cost-savings for TNFi biosimilars. Transparent criteria for reinvesting savings should be developed on both a local and an international levels.",bim
11194975,Tajik A,Cost‐Effectiveness and Budget Impact Analysis of Apixaban and Rivaroxaban Versus Warfarin in the Prevention of Stroke in Patients With Non‐Valvular Atrial Fibrillation (NVAF) in Iran,Clin Cardiol,2024,"- INTRODUCTION: This study evaluates the cost-effectiveness of Apixaban and Rivaroxaban, compared to Warfarin, for stroke prevention in patients with non-valvular atrial fibrillation in Iran. METHOD: A Markov model with a 30-year time horizon was employed to simulate and assess different treatment strategies' cost-effectiveness. The study population comprised Iranian adults with NVAF, identified through specialist consultations, hospital visits, and archival record reviews. Direct medical costs, direct nonmedical, and indirect costs were included. Quality-adjusted life years (QALY) were assessed using an EQ-5D questionnaire. This study utilized a cost-effectiveness threshold of $11 134 per QALY. RESULTS: Apixaban demonstrated superior cost-effectiveness compared to Rivaroxaban and Warfarin. Over 30 years, total costs were lower in the Apixaban and Rivaroxaban groups compared to the Warfarin group ($126.18 and $109.99 vs. $150.49). However, Apixaban showed higher total QALYs gained compared to others (0.134 vs. 0.133 and 0.116). The incremental cost-effectiveness ratio for comparing Apixaban to Warfarin was calculated at -1332.83 cost per QALY, below the threshold of $11 134, indicating Apixaban's cost-effectiveness. Sensitivity analyses confirmed the robustness of the findings, with ICER consistently remaining below the threshold. Over 5 years (2024-2028) of Apixaban usage, the incremental cost starts at USD 70 250 296 in the first year and gradually rises to USD 71 770 662 in the fifth year. DSA and PSA were assessed to prove the robustness of the results. CONCLUSION: This study shows that Apixaban is a cost-effective option for stroke prevention in non-valvular atrial fibrillation patients in Iran compared to Warfarin.",bim
11252110,Rojas-Roque C,Budget Impact Analysis of Olaparib in Combination with Bevacizumab for Maintenance Therapy for Ovarian Cancer in Argentina,Pharmacoecon Open,2024,"- OBJECTIVES: To perform a budget impact analysis (BIA) of introducing olaparib as maintenance therapy in women who have BRCA mutations (BRCAm) with platinum-sensitive recurrent ovarian cancer (PSROC) in combination with bevacizumab in Argentina. METHODS: A BIA model was used to analyse over a 5-year time horizon the change in the health system's budget following the adoption of olaparib as maintenance therapy in BRCAm patients with PSROC. The BIA for each year was estimated by comparing the cost difference between the current scenario (treatment with bevacizumab) and the new scenario (the addition of olaparib) for a third-party payer. The BIA is estimated at the national health system level, and by healthcare sectors in Argentina (public sector, social security and private sector). International and national epidemiological data were used to determine the target patient population. Clinical efficacy, safety outcomes and duration of treatments were obtained from the pivotal clinical study report. Relevant direct medical costs were obtained from public data in Argentina and expert consultation. All the costs are reported in US dollars as of October 2022 ($1 = 152.59 Argentine pesos). A scenario analysis assessed the full coverage of the homologous recombination deficiency (HRD) test in Argentina. In addition, one-way sensitivity analysis was conducted to evaluate the model robustness. RESULTS: For a third-party payer with a cohort of 1,000,000 women covered, the estimated target population was 2 individuals in year 1 and 6 individuals in year 5. The incorporation of olaparib, with a wholesale price per pack of $3176.32, was associated with a weighted average of the budget impact per member per month (PMPM) of $0.062 for the national health system, being above the estimated health system budget impact threshold ($0.0153). By healthcare sector, the results of budget impact PMPM for year 5 ranged between $0.08 (public sector) and $0.114 (private sector). For all perspectives, the variables that most influenced the budget impact was the incidence of ovarian cancer, the drug acquisition cost and the treatment duration. CONCLUSIONS: The introduction of olaparib for the treatment of BRCAm women with PSROC has a high budget impact for all three health systems in Argentina.",bim
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,Pharmacoeconomics,2023,"- BACKGROUND AND OBJECTIVE: In Germany, influenza vaccination is mainly advised for persons aged 60 years and over and individuals with health risks. Since 2021, an inactivated, quadrivalent high-dose influenza vaccine (IIV4-HD) has been recommended for persons aged 60 years and over. The aim of this study was to calculate the impact of vaccinating the German population aged 60 years and over with IIV4-HD compared to standard-dose influenza vaccines (IIV4-SD) with regard to health outcomes and costs. METHODS: An age-stratified deterministic compartment model was built to simulate the course of influenza infection for the German population in the season 2019/20. Probabilities for health outcomes and cost data were searched from the literature and were used to compare the influenza-related health and economic effects for different scenarios. Perspectives were those of the statutory health insurance and the society. Deterministic sensitivity analyses were conducted. RESULTS: From the statutory health insurance perspective, vaccinating the German population aged 60 years and over with IIV4-HD would have prevented 277,026 infections (- 1.1%) with an increase of overall direct costs of €224 million (+ 40.1%) compared with IIV4-SD. A separate analysis showed that increased vaccination of 75% (World Health Organization recommendation for older age groups) in persons aged 60 years and over using IIV4-SD only would prevent 1,289,648 infections (- 5.1%) and would save costs from a statutory health insurance perspective of €103 million (- 13.2%) compared with IIV4-HD at actual vaccination rates. CONCLUSIONS: The modeling approach offers important insights into the epidemiological and budgetary impact of different vaccination scenarios. Achieving a higher vaccination coverage with IIV4-SD in persons aged 60 years and over would result in lower costs and fewer influenza infections compared with the scenario with IIV4-HD and actual vaccination rates.",bim
11058738,Pitsillidou O,Can Cyprus Afford Luspatercept? A Budget Impact Analysis of the Reimbursement of Luspatercept for the Management of Thalassaemia in Cyprus,Pharmacoecon Open,2024,"- OBJECTIVE: This study aims to estimate the budget impact of luspatercept reimbursement as an adjuvant to the standard management of β-thalassaemia major in Cyprus, from a societal perspective, and assess the financial feasibility of its inclusion in the β-thalassaemia armamentarium. METHODS: A 5-year horizon budget impact model was developed to determine the budget impact of reimbursing luspatercept for the management of β-thalassaemia major in Cyprus. Two treatment discontinuation scenarios were elaborated. In the first scenario, luspatercept is reimbursed complementary to best supportive care, and a dropout rate of 40% is assumed based on published real-world data, while for the second scenario a dropout rate of 25%, is assumed as per the clinical trial data. Input parameters were retrieved from the phase III clinical trial of luspatercept, literature, and expert opinion consensus. One-way sensitivity analyses were conducted for both scenarios. RESULTS: The addition of luspatercept to the standard management of β-thalassaemia major in Cyprus imparted an incremental budget impact ranging from €21,300,643 to €25,834,368, depending on the drop-out rate scenario assumed. Results were sensitive to the number of eligible patients and dose per patient. CONCLUSION: The potential reimbursement of luspatercept will wield a substantial impact on Cyprus total pharmaceutical expenditure and it is therefore imperative to affix a reimbursement framework that will allow the payer to mitigate uncertainty stemming out of the scarce clinical data and the inherently complex therapeutic landscape of β-thalassemia management.",bim
